k_E,k_M,k_CD,k_CDS,k_R,k_RE,k_b,k_CE,k_I,k_P1,k_P2,k_DP,d_M,d_E,d_CD,d_CE,d_R,d_RP,d_RE,d_I,K_S,K_M,K_E,K_CD,K_CE,K_RP,K_P1,K_P2,off_thresh
0.2473,1.3122,0.1249,0.2057,0.0247,167.0908,0.019,0.22,0.0213,11.3559,60.3824,14.7312,0.9141,0.0617,3.3687,3.6499,0.1281,0.1981,0.2802,0.3729,2.3218,0.1392,0.3419,0.1878,2.4393,0.0196,2.3705,5.1078,0.6437463678832092
0.7021,2.6455,0.0092,0.5991,0.4241,31.5395,0.002,0.2552,0.0292,58.461000000000006,419.0258,17.188,1.2269,0.1752,10.5747,9.2433,0.1765,0.0143,0.0107,0.1095,0.7999,0.1746,0.1695,0.2338,4.5671,0.0265,8.5119,0.3532,1.762251782581439
2.0892,0.2922,0.2364,0.5222,0.0444,295.469,0.0061,0.1629,0.0272,13.6761,107.6155,27.4366,1.283,0.3049,2.8472,1.4082,0.1394,0.4628,0.0059,0.8878,1.5859,0.1023,0.8221,2.0154,0.1603,0.036,0.3996,4.8738,0.5335490743180571
0.9421,4.7061,0.0564,3.5113,0.0496,554.7574,0.003,0.0826,0.0621,16.2669,183.3371,2.2814,0.8640000000000001,0.1324,11.1928,8.4158,0.0623,0.0134,0.1149,0.1459,0.958,0.7914,0.341,6.3902,1.7132,0.0153,0.488,1.4853,8.918271404054053
0.2932,0.2389,0.1046,0.0869,0.1318,24.2686,0.0003,0.3408,0.1369,5.2922,10.1179,3.565,0.1827,0.0858,6.8552,1.3343,0.0265,0.0943,0.0152,0.0503,0.2868,0.2874,0.0482,7.592,0.3606,0.0038,1.0361,0.9513,0.6221416270109802
0.3055,0.841,0.0091,0.2893,1.7358,1533.1614,0.0021,0.1681,0.0969999999999999,92.9609,151.0852,1.7837,0.1624,0.1324,1.1557,5.8492,0.0625,0.0572,0.0036,0.0341,1.7169,0.0321,1.3783,0.2916,1.4261,0.0052,2.0282,0.5726,4.824153579962222
1.2807,1.9166,0.1218,1.1365,0.0369,194.2841,0.0031,0.9628,0.9047,15.1414,32.2054,0.8238,4.8971,0.1933,2.8275,14.4009,0.2452,0.3249,0.0064,0.1369,2.1233,1.1971,0.4151,1.14,7.0853,0.0038,0.2711,0.4343,6.786977918073822
0.4721,4.0965,0.1709,2.5282,0.5645,78.8657,0.0004,0.1956,0.9842,37.5398,49.2022,1.8992,0.2438,0.0545,0.3664,0.9755,0.2591,0.05,0.1211,0.2623,3.6682,0.3548,0.1226,1.0956,1.1462,0.0038,17.9481,11.4056,1.003336694441452
0.3474,6.8912,0.0636,0.2294,0.0793,159.5804,0.0009,0.0865,1.0087,7.5093,4.6611,9.1187,0.8569,0.0992,1.3232,2.4147,0.2175,0.0205,0.0085,0.3633,1.7113,1.4362,0.0186,6.6772,0.6426,0.0152,0.3708,1.3509,0.6661013636940104
2.8178,1.2495,0.0072,0.2805,0.2198,855.3564,0.0038,0.2662,0.0205,21.2944,33.5584,2.8859,3.4831,0.9745,2.575,0.258,0.1199,0.0582,0.2061,0.1944,2.428,0.4301,0.0389,1.9775,0.5652,0.0096,0.3359,1.2685,2.7466281233133096
0.62,2.8818,0.0326,0.0761,0.0267,897.1407,0.0168,0.1415,0.2997,35.8202,17.0698,1.3769,1.0648,0.1935,1.6272,1.4075,0.0388,0.0199,0.0039,0.299,4.2481,0.3517,0.1095,0.645,0.8916,0.0296,11.0623,10.3211,1.823448448197939
1.3723,1.8325,0.0089,0.1107,1.1171,53.25,0.0137,0.4967,0.0429,12.7038,161.7873,2.7806,3.0639,1.6116,0.3909,5.3104,0.5988,0.4285,0.0226,2.2946,0.5195,0.1195,0.0453,0.1494,1.0222,0.0075,4.1472,6.8967,1.3641950691416818
1.2487,1.058,0.0188,0.2796,0.4229,187.5919,0.0004,0.0589,0.065,148.5198,11.0959,0.4586,3.3279,0.2894,5.4631,3.9855,0.0141,0.0151,0.0114,1.4394,4.4966,0.8289,0.0454,3.4804,2.97,0.0015,0.6138,0.2785,1.435868843797934
1.3705,0.8270000000000001,0.259,0.3894,1.0367,245.6966,0.0073,2.1208,0.071,11.8218,4.7984,11.1647,0.7893,2.231,0.1921,0.1619,0.0688,0.0063,0.0111,0.2764,0.3255,0.7413,0.0965,7.421,3.1759,0.0895,0.8463,4.9217,0.6328518094287703
0.9622,0.3719,0.2011,0.8619,0.1667,49.2566,0.0196,0.054,0.019,15.4224,27.6626,0.7405,0.1317,0.0652,0.4483,0.1895,0.0689,0.0668,0.0753,1.7915,2.7807,0.049,0.5301,4.4673,3.451,0.0165,7.5714,14.1763,5.253938115838966
0.5657,0.6955,0.0179,0.4561,1.703,52.1296,0.02,0.1689999999999999,0.0191,99.531,41.9566,1.3716,4.8134,0.5305,7.3116,2.3896,0.0922,0.0285,0.0299,0.5229,0.5337,0.0317,0.0511,0.1301,7.6529,0.0138,2.8486,0.2799,0.524519459754819
0.3522,2.3739,0.0047,0.4796,0.2459,55.798,0.0004,0.044,0.0274,17.5072,24.2495,8.4455,0.5884,0.0874,0.1546,0.1784,0.1561,0.0173,0.0839,0.0716,2.9093,0.0482,0.0941,1.6613,0.113,0.0929,4.3725,6.2856,1.674286062245708
2.0773,0.2256,0.0574,0.1545,0.0907,1294.2955,0.0234,0.0512,0.5096,131.1369,26.0955,1.0672,0.1811,0.9071,10.9991,5.9181,0.1155,0.1648,0.2019999999999999,1.0426,1.19,0.2605,0.0619,2.4344,1.3351,0.0689,0.7597,9.236,2.2764569491996385
0.7168,1.8825,0.0045,2.2964,0.6672,1160.5722,0.0109,0.9448,0.0969999999999999,21.5737,49.5531,1.6586,0.1443,1.7141,2.084,2.6116,0.4259,0.3589,0.0672,0.2135,2.8937,0.0675,0.0928,0.8822,0.8104,0.0196,2.8385,0.7915,1.919251047202832
0.8541,5.4793,0.0098,0.1622,0.0263,383.6849,0.0004,0.2055,0.4452,254.0927,405.2302,0.8576,0.4398,1.1134,8.2828,12.1774,0.0391,0.0074,0.0929,0.7995,3.3463,1.0436,0.1849,0.2885,0.0963,0.0017,17.1048,1.104,0.5335490743180571
0.1245,0.1486,0.0635,1.1067,0.4555,105.4102,0.0103,1.103,0.7046,283.9783,26.6368,3.4882,0.3781,0.0257,3.3173,1.7328,0.2681,0.0605,0.0165,0.0505,0.2448,0.3949,0.1668,1.5271,1.9072,0.0195,0.3823,3.0152,1.3184113840781164
3.7248,0.2595,0.0052,0.2652,0.0736,944.0417,0.0005,2.8546,0.2522,30.4141,48.3554,0.9592,1.1019,1.0285,0.9442,5.1515,0.0073,0.3622,0.0032,0.4191,0.8163,0.4756,0.6890000000000001,0.2686,0.1529,0.0079,5.6511,1.1165,1.3184113840781164
0.8897,0.8547,0.0037,0.0527,0.0587,1531.6951,0.0007,0.5125,0.5294,68.5365,229.4919,0.6447,0.5653,1.6781,4.6065,0.7159,0.0136,0.0241,0.0449,0.4439,0.7293,1.1349,0.0286,1.6397,4.8286,0.0268,1.5353,7.3406,4.505780832731132
3.7002,0.6771,0.2758,0.1673,0.0878,1673.2507,0.0057,1.4653,0.0491,132.1477,350.8507,28.9657,0.9672,0.6118,4.0754,3.4065,0.0257,0.0211,0.0075,0.5898,2.4247,0.2609,0.6121,0.3215,3.0495,0.0584,1.5118,0.3939999999999999,2.020087042125861
0.5716,0.4739,0.2127,3.5032,0.3177,75.6559,0.0004,0.0427,0.0426,39.6438,7.2107,0.8809,0.6508,0.8362,11.6058,0.6919,0.006,0.0061,0.0295,0.4192,0.4514,0.5045,0.0379,7.0783,0.1101,0.0093,1.8944,9.2451,0.986356543853544
1.1995,0.5154,0.1646,0.1773,0.1683,1166.4612,0.0023,0.3868,1.2943,117.7977,9.1708,13.9459,0.4894,0.1069,1.0969,1.845,0.1638,0.2324,0.0175,1.8258,2.0932,0.5713,0.0417,4.2682,0.2729,0.0232,2.5333,10.7673,4.3545625390445855
0.5826,0.8978,0.0039,0.2039,0.7805,1692.821,0.0007,0.6559999999999999,0.4173,233.5832,5.276,4.4803,0.1788,1.0983,0.3407,11.8799,0.2718,0.0486,0.0303,0.0409999999999999,0.1543,0.2132,0.3075,1.4502,0.2351,0.0014,0.4271,10.7357,2.7939113896265595
0.1982,0.2457,0.0381,0.1793,0.7057,51.8581,0.0034,0.069,0.088,175.5383,216.6726,4.4726,2.688,0.513,0.6359,1.0285,0.0838,0.1547,0.0244,0.1453,2.5386,0.0361,0.0254,1.0334,0.5909,0.047,9.1391,7.6818,2.654448669048292
0.2865,1.5559,0.0051,0.0473,0.0235,505.0404,0.0003,0.0565,0.0172,60.4911,90.5078,0.4736,2.5157,0.1786,10.8505,4.5337,0.3153,0.1343,0.0629,0.7953,1.3703,0.0316,0.2592,0.6093,0.2916,0.0413,0.7534,4.2634,4.3545625390445855
0.7878,1.4364,0.07,0.7306,1.3976,45.9295,0.0013,0.3705,0.0387,40.1902,43.1773,7.3401,3.2132,0.6452,1.0695,14.6598,0.1608,0.2878,0.0041,0.5369,0.2055,0.0797,0.4132,8.592,1.7082,0.0152,1.426,0.8320000000000001,0.5712489738203328
0.0633,5.4177,0.068,1.6377,0.9079,1287.7481,0.009,0.1587,0.0231,18.6984,66.9432,0.5151,0.0719,0.0337,0.1952,2.2541,0.1161,0.0199,0.0772,1.3772,0.1455,0.0602,0.7039,1.2809,0.1308,0.0033,16.6238,2.2705,0.9371209211431264
1.7566,0.3862,0.0073,1.6298,0.1117,299.2934,0.0022,0.7914,1.0897,15.8677,107.6926,0.3694,4.2971,0.7878,1.0092,12.0384,0.3272,0.0088,0.0579999999999999,0.078,4.9465,0.0502,0.1482,2.1749,8.4895,0.026,3.8235,0.3816,2.4373085040744638
1.7249,0.1259,0.0102,0.0569,0.0214,847.0455,0.0067,0.3876,0.0245,216.5134,69.2452,1.9257,1.2435,0.1498,3.7545,3.2647,0.2993,0.025,0.1179,0.1463,3.3854,0.0414,0.1404,5.9671,0.1729,0.0069999999999999,6.997999999999999,9.1359,1.3641950691416818
1.1363,3.9874,0.0244,0.0948,0.0304,1111.5748,0.0037,0.0511,0.7125,34.0823,102.3421,3.0896,5.5623,0.4651,4.6824,11.8022,0.0698,0.0677,0.0402,0.3124,1.2133,0.2357,0.0591,2.3618,3.2189,0.0043,3.3737,2.9977,0.5712489738203328
0.0421,5.5314,0.0253,0.6953,0.1693,135.9714,0.0112,1.4697,0.048,20.6174,244.5079,2.2313,0.5011,0.0518,3.8767,9.1013,0.0072,0.0168,0.0113,0.3036,4.5704,1.2299,0.0895,0.5225,7.5011,0.0331,2.1112,0.5639,2.8909338825319995
3.5091,1.7952,0.0304,0.1718,0.6386,579.895,0.0006,0.2846,0.2911,35.0569,156.9557,28.0533,1.3121,0.5592,0.1503,1.0098,0.0224,0.0892,0.008,2.1742,1.0572,0.0937,0.2999,0.1647,6.1598,0.0052,2.2434,2.832,2.7001450639363105
0.1636,2.7389,0.0047,0.2294,0.0355,20.18,0.008,0.6869,0.1528,17.8013,20.9027,0.9642,5.8635,0.0893,1.1939,0.8699,0.0692,0.0244,0.2863,2.1018,3.4966,0.0451,0.1321,6.3082,0.945,0.0037,3.9353,17.4877,1.0927241047717842
0.6912,0.249,0.0517,1.0506,0.6346,46.5567,0.0018,0.1773,1.0137,89.1245,21.7969,2.5605,3.0086,0.1029,0.9107,0.39,0.0651,0.4666,0.0781,0.3457,0.2395,0.0446,1.2007,6.7998,0.2379,0.0326,0.3524,4.7703,1.9858997325556929
0.3819,0.1294,0.0831,0.0843,1.0123,34.777,0.0004,1.0979,0.3056,5.2614,41.8216,5.1746,0.3225,0.0355,6.2785,1.2503,0.0275,0.0461,0.049,0.1209,0.7581,0.2681,0.2122,0.518,0.1438,0.0041,3.5921,0.4128,6.3390674671816605
1.2926,6.3507,0.0172,0.2429,1.6335,162.0951,0.0146,1.092,0.0544,218.83900000000003,29.7418,0.6915,0.1477,0.1836,4.6018,1.0446,0.01,0.0063,0.016,0.2941,0.1965,1.2011,0.9655,0.4244,0.1395,0.0015,6.346,19.3275,2.020087042125861
0.33799999999999997,1.8506,0.0052,0.4621,0.0539,634.028,0.0102,3.27,0.1182,35.1292,89.8797,17.3903,0.235,1.3284,0.4132,7.6674,0.0835,0.0152,0.1497,0.2118,0.7821,0.0223,0.0766,3.2524,1.2706,0.0184,7.4666,9.3632,0.8752750952989159
0.0882,1.2438,0.0212,0.4077,0.1582,1541.2137,0.0069,0.0428,0.7355,7.2522,240.9571,0.8784,0.149,0.1494,0.4355,6.9505,0.0133,0.1374,0.0206,2.6693,4.0267,0.9351,0.1256,0.3532,5.3783,0.0675,3.3036,16.6143,8.473101096404823
0.1364,2.1955,0.033,0.2492,0.8112,1487.0861,0.0151,0.6829999999999999,1.4361,441.8375,8.5432,2.7268,0.6097,0.0253,10.2878,0.3534,0.4312,0.0815,0.0033,2.3905,3.6796,1.2279,0.0345,4.7476,3.5696,0.0027,0.945,0.4093,4.7425111415855845
1.3426,0.1059,0.0085,0.146,0.0862,25.861,0.0094,0.0393,1.2166,13.4506,18.4889,2.3838,0.0758,0.1801,5.0584,0.3732,0.0256,0.254,0.0053,0.0562,1.1838,0.1816,0.2671,0.623,1.8384,0.0015,2.2069,0.4005,4.66225039382754
0.8016,0.2806,0.0031,0.628,0.3427,44.7891,0.0243,0.0414,0.048,11.9857,435.2066,3.6378,0.1043,0.0356,0.3429999999999999,1.1614,0.0068,0.2521,0.0743,0.214,0.5871,0.3998,0.0414,0.7164,1.3349,0.0115,7.9356,16.4932,1.190075052337253
1.8001,0.2387,0.0119,0.4595,0.2477,482.8136,0.0012,0.1069,0.9162,40.7414,36.5313,5.4212,0.7702,0.1514,0.1787,1.6903,0.0208,0.0972,0.2897,2.305,1.2372,0.1007,0.0315,3.3348,6.0914,0.0086,3.1766,2.8369,1.341107866377506
0.4493,3.475,0.0089,0.0623,0.684,124.2113,0.0017,0.1641,0.0887,49.8802,192.5712,1.2196,4.1364,0.0417,0.8169,1.5926,0.2827,0.0366,0.0145,0.1813,1.6721,0.0853,0.0159,0.7051,7.6921,0.0079,5.3512,4.9185,5.077610951579108
0.3599,0.2297,0.0046,0.0648,1.5066,258.8099,0.0139999999999999,0.446,0.059,290.9908,77.2691,0.4357,0.4762,0.0674,2.4165,1.4957,0.0253,0.1681,0.0949,0.0614,1.8952,0.0274,0.0983,1.5659,1.0771,0.0042,0.2196,0.5964,0.5335490743180571
1.1844,0.3299,0.011,0.248,0.0294,913.3059,0.0014,0.4761,0.0177,76.9584,22.1647,0.4044,4.9807,0.1985,8.6329,2.1584,0.1953,0.0252,0.1331,0.096,2.3047,0.5671,0.0337,0.4084,3.8493,0.0085,2.3922,13.7967,3.370955729908119
2.7632,1.1523,0.0265,0.4683,0.134,208.1262,0.0023,0.0606,0.2665,154.11700000000002,244.53,7.1604,0.9861,0.0406,0.8554,0.5745,0.0793,0.3321,0.025,0.24,2.2675,1.3521,0.0775,3.8966,1.5359,0.0106,5.6142,3.491,0.725444429932863
0.6125,0.1537,0.2209,0.3272,0.0475,1300.927,0.006,2.3015,0.7294,56.1268,93.8568,8.953,0.4168,0.1152,2.1039,1.1901,0.0153,0.5598,0.0305,0.0557,1.5489,0.0231,0.3043,0.9904,0.1245,0.0016,0.2541,7.5135,0.7900743784730799
0.889,0.1312,0.0435,1.8315,0.1081,580.1887,0.0072,0.261,0.0841,19.5885,15.2356,0.5875,0.465,0.2054,5.2118,11.9348,0.1262,0.1523,0.0048,0.7211,1.0285,0.0159,0.1155,2.9644,0.1714,0.0012,5.4027,4.7625,2.609525625390047
0.5324,1.1291,0.0844,0.2781,1.1985,312.2451,0.0014,1.3464,0.3482,61.7549,68.9772,8.127,1.0742,0.5694,0.6671,2.0202,0.5917,0.0704,0.0133,0.951,1.5177,0.2124,0.2094,2.6421,0.5241,0.0025,1.1809,0.2878,1.2741642430656293
0.5098,0.6239,0.0031,0.1619,0.0586,70.9741,0.0013,0.726,0.6956,259.4401,4.5691,26.7003,0.5770000000000001,0.0281,0.6542,0.2583,0.0519,0.0235,0.0225,0.0525,2.9117,0.0178,1.1129,0.6639,2.0951,0.0055,1.6195,3.7523,1.150135000778134
1.7759,0.124,0.0244,2.5134,1.6749,37.6333,0.0205,0.0612,0.0714,4.6642,55.0692,2.7415,3.1748,0.0563,0.2116,1.455,0.0503,0.1202,0.0093,0.0529,2.9398,0.023,0.5417,4.6533,0.2848,0.0087,4.4946,13.3568,3.428986810327971
0.0936,0.8634,0.0034,0.4751,0.0323,483.4081,0.018,0.0496,0.3379999999999999,167.1828,185.4044,0.7988,0.3299,0.0544,1.7616,6.4802,0.0109,0.0088,0.244,0.0304,0.8423,0.7316,0.016,5.8457,0.7775,0.001,0.9586,0.9977,0.5156426595119222
0.5578,4.4428,0.0139,0.8073,0.0466,1784.0038,0.0004,0.4417,1.2212,40.9169,356.05400000000003,1.5057,0.5897,0.4077,0.1513,0.1681,0.3408,0.1831,0.1087,2.448,2.1316,1.1905,0.1486,1.7475,2.7819,0.0224,8.4347,17.8376,0.8459000299482103
0.228,2.008,0.016,0.7149,0.1089,762.1172,0.0277,0.0491,0.055,131.0764,25.6231,18.6101,5.8544,0.1813,11.953,5.651,0.0696,0.1339,0.0256,0.0594,1.4480000000000002,0.1147,0.0423,0.5605,2.8756,0.0012,0.2714,4.9105,3.930682262109677
0.524,2.7634,0.0923,0.5643,0.2122,206.6079,0.0009,1.5001,0.4488,34.9692,258.2105,1.0436,0.4313,0.1193,0.3514,2.2058,0.0268,0.3452,0.2522,0.0502,1.2509,0.3864,0.0578,0.482,5.3066,0.0016,11.6879,17.0341,0.524519459754819
3.661,0.3008,0.0491,1.2439,0.9264,18.0168,0.0042,0.3855,1.3627,7.5273,262.718,2.5388,0.1316,2.2184,1.6107,7.8615,0.0138,0.0787,0.1537,0.2139,3.6827,0.0964,0.1764,8.0914,2.1418,0.079,4.0362,0.2064,8.767341419868659
0.6829999999999999,6.4908,0.0425,0.2762,0.0418,550.3986,0.0083,0.0704,1.188,5.553,12.8167,11.1487,0.514,0.0308,2.3802,11.8007,0.0592,0.1751,0.0037,2.7444,4.2162,1.2791,0.032,0.7609999999999999,2.8459,0.0042,8.7032,9.3194,1.485731403944893
0.2004,1.4874,0.0218,0.3588,0.0797,492.2465,0.0245,1.5606,1.1577,253.8046,42.7621,5.1379,3.5648,0.0508,2.3069,4.7264,0.1068,0.069,0.0598,0.244,0.2469,0.032,0.2429,0.1187,0.4513,0.0019,6.5904,4.2026,1.4605873589678349
2.2714,2.0539,0.0935,0.1871,0.9707,129.8754,0.0005,1.5536,0.9642,50.6,57.9722,15.8214,1.2724,0.316,1.4712,2.3146,0.0605,0.3492,0.0036,0.7388,3.6329,0.2195,0.0281,3.0052,0.2365,0.0092,9.4555,6.9374,1.645950978298644
1.2547,0.271,0.0164,1.037,0.1298,62.3245,0.0003,0.6594,0.687,98.3703,19.1178,16.9082,0.3199,0.6452,1.1583,8.2426,0.0126,0.1064,0.0081,0.2263,0.9718,0.0726,0.3808,4.7339,7.3834,0.004,9.5638,1.7824,2.315646207936933
0.2773,1.8756,0.0482,0.1268,1.5535,118.9732,0.0009,1.3386,0.071,4.8965,80.3135,10.3309,0.5814,0.3265,1.9076,2.0091,0.0369,0.1738,0.005,0.1002,1.3898,0.3352,0.0278,1.0232,0.7529,0.0341,1.0308,1.5208,0.5335490743180571
0.2306,0.2724,0.2926,0.3457,0.0558,193.278,0.0016,0.1064,0.4888,346.0367,7.2839,34.7449,0.5087,0.0949,5.2383,0.467,0.233,0.0656,0.1299,2.6236,0.504,0.3842,0.0477,6.9455,0.3022,0.0024,6.1741,5.4468,3.148487597678045
0.8085,2.2488,0.0067,2.758,1.3375,816.0946,0.0007,0.0522,0.0322,62.8572,319.8862,2.4404,2.4793,0.261,14.3407,6.4698,0.0138,0.0632,0.0214,1.3097,4.2161,0.7278,0.0592,0.1143,0.1241,0.0385,3.6289,1.7521,7.2665371521753555
2.0367,0.1535,0.0036,0.3151,1.0847,599.2892,0.0004,0.0417,0.9083,111.4544,205.0685,1.6931,0.1431,0.1128,2.6496,1.4037,0.1216,0.013,0.0037,0.0756,0.4926,0.0772,0.4627,0.1448,0.7375,0.0326,0.3069,15.359000000000002,0.7767034113825269
2.1726,8.8439,0.0303,1.1614,0.0677,163.741,0.0121,0.5109,1.2164,38.0455,6.1172,20.2,0.8153,0.2351,10.9244,10.0224,0.1238,0.0097,0.0032,0.7311,3.2845,0.3597,0.4887,0.3682,5.4055,0.0239,5.3454,3.9783,0.5615813381678192
2.5267,1.2898,0.0563,0.1288,0.019,396.9788,0.0012,0.0748,0.4136,5.8269,271.7905,0.4551,2.3109,0.6532,8.6903,0.7959,0.1571,0.4372,0.0674,1.1482,2.1498,0.6617,0.4078,0.1543,4.7191,0.0038,1.2701,0.9178,4.505780832731132
0.2319,0.2421,0.2578,0.8869,0.0624,76.1839,0.0025,0.1744,0.2782,7.2884,186.6621,12.4612,1.2583,0.1246,0.8911,5.3501,0.0415,0.0524,0.0351,0.5162,0.203,0.1214,0.1013,5.3054,1.0046,0.0055,1.4,1.0391,0.8036755270696192
3.103,0.1399,0.1,1.1952,0.1014,174.8753,0.0014,1.083,0.0609,43.6318,17.7756,1.7211,0.1471,0.0448,7.8206,1.7623,0.3479,0.039,0.0897,0.7782,4.9864,0.3885,0.0688,3.6767,0.9877,0.0073,1.0076,14.7593,0.7010978243319052
1.1687,0.1616,0.0071,0.0504,0.3909,80.7037,0.0007,0.2217,0.0732,235.8505,26.4831,19.3337,3.1721,0.3306,0.82,1.0313,0.0068,0.1157,0.0076,0.1713,2.1707,0.0204,0.0389,1.8385,1.693,0.0512,13.0274,3.7892,5.72201221779545
0.2291,6.3104,0.2311,0.2818,1.6794,168.2047,0.0048,1.4727,0.0317,81.845,68.1097,15.3265,0.3526,0.2319999999999999,1.3819,10.2287,0.0102,0.2739,0.0587,0.1529,1.8497,0.0336,0.0168,4.7582,0.3171,0.0592,0.9154,2.7942,5.253938115838966
2.5907,4.5238,0.0128,2.0257,0.0552,589.6022,0.0004,3.4578,0.0641,110.5276,30.4317,6.0625,3.3145,1.095,3.9143,0.5893,0.0842,0.0066,0.0274,0.1639,0.9059,0.8147,0.7408,0.1398,3.0333,0.0146,14.9867,0.787,1.5113083042345257
1.5805,0.2996,0.0113,2.9904,0.1564,39.35,0.0006,0.1488,0.0606,30.0923,29.3959,0.4588,2.0864,0.1023,1.5962,0.5154,0.0516,0.0149,0.0162,0.9537,4.7815,0.0323,0.1923,6.4412,1.7682,0.0046,11.1279,12.9923,1.485731403944893
1.8163,0.3477,0.0036,0.4752,0.4976,91.1926,0.0004,0.0866,1.4535,51.3789,29.8821,8.8512,0.2165,0.8346,5.7406,2.3807,0.1191,0.0092,0.1748,0.0629,4.8483,0.0478,0.1,0.2429,0.0986,0.0578,2.5052,2.3808,7.2665371521753555
1.6946,0.5056,0.1877,0.0683,0.1563,838.6277,0.0035,0.3628,0.9399,7.4849,80.7372,8.185,0.3991,0.1221,2.2982,0.8696,0.0401,0.3415,0.0727,0.047,4.314,0.0431,0.031,0.5631,1.093,0.0038,16.7624,12.1385,5.253938115838966
3.9939,0.584,0.0101,1.7321,0.7944,69.7728,0.0062,0.1047,0.0356,59.1726,6.2435,1.625,5.7489,0.0658,6.1542,2.3922,0.0846,0.0466,0.1729,0.0367,3.9652,0.1444,0.0256,0.3426,0.6607,0.0019,10.1443,0.8804,3.671274660436644
2.0119,2.1951,0.0689,3.2442,0.034,256.7768,0.0014,0.1157,1.2873,8.6913,39.8475,13.7792,4.8305,0.0608,5.5311,0.8778,0.0202,0.0899,0.022,0.1773,1.3178,0.1134,0.4523,5.0578,1.4234,0.0127,6.3568,4.8131,1.3641950691416818
1.0077,2.9321,0.1217,0.3539,1.3866,858.7525,0.0015,1.2721,0.4634,4.5568,56.5163,8.2015,5.1632,0.1224,3.3401,0.4301,0.406,0.1906,0.0723,0.0445,2.7185,0.5879,0.0208,0.5571,0.569,0.001,0.3348,0.2688,3.370955729908119
1.2428,0.1468,0.0063,0.5624,0.3619,944.2245,0.0091,0.078,0.0599,82.0212,31.3967,1.244,0.1015,1.1315,5.3668,1.4954,0.0355,0.0229,0.072,0.2404,0.4395,0.0313,0.157,0.1564,2.2254,0.003,6.3894,0.3385,2.991325617627631
1.8842,0.2853,0.0139,0.0875,1.5569,1643.5841,0.0033,0.1607,0.7773,261.7294,118.7494,0.5837,0.1207,1.2156,0.5848,5.1034,0.1151,0.0122,0.1593,0.7885,0.3957,1.037,0.4718,0.9976,1.59,0.0076,1.948,0.6092,0.986356543853544
2.9944,0.1026,0.0045,0.2635,0.6148,21.2648,0.0157,0.0842,0.0729,26.9609,98.3445,13.2009,2.1288,0.102,0.3375,1.6202,0.3908,0.4879,0.0259,0.0381,0.8843,0.0171,1.4743,0.9316,0.4151,0.0046,0.7129,0.6268,1.169934601268782
3.8994,9.0709,0.005,0.1529,1.1628,135.2723,0.0088,0.1035,0.0508,105.8723,16.625,2.1308,0.386,1.2339,8.6012,0.3902,0.0151,0.0631,0.0124,0.0321,3.2778,0.2779,0.0487,0.2229,2.9568,0.0359,15.5859,3.2091,1.150135000778134
2.4663,0.2036,0.0103,0.9169,0.03,212.379,0.0015,2.4897,0.1118,5.789,6.785,8.3668,2.9944,0.4033,0.3365,1.072,0.0153,0.1546,0.0081,0.0423,1.1912,0.043,0.9614,0.3227,0.8069,0.017,16.7841,8.2637,3.428986810327971
3.6247,1.6033,0.0935,0.9216,1.0374,816.8271,0.003,1.4604,0.0409,317.8665,263.0921,8.0106,2.5263,1.3237,13.1875,0.9347,0.0193,0.0266,0.0037,0.0749,3.5689,0.3779999999999999,0.0376,2.6751,2.9025,0.0033,0.7034,8.6414,2.020087042125861
0.8912,1.0779,0.0555,0.6602,0.0526,1017.1546,0.0008,0.5951,0.0778,6.1706,86.4697,2.7872,1.8887,0.1991,0.1624,6.59,0.0418,0.1267,0.1444,0.6902,1.0398,0.8631,0.0162,0.1276,1.8284,0.0286,12.3117,4.9877,0.524519459754819
0.6609,0.256,0.0122,0.0901,0.0906,48.6121,0.0025,0.0421,0.4997,40.1732,6.3033,1.1454,0.1445,0.397,2.0412,1.257,0.0143,0.4667,0.1099,0.2988,0.4224,0.0553,0.4615,0.0926,0.43,0.0048,1.2785,0.2025,3.548063188237852
0.2247,0.9148,0.0076,0.2749,0.0265,1444.2884,0.0104,0.2499,0.0755,29.0081,22.293000000000003,15.8879,0.1072,0.4386,6.7657,0.8736,0.0208,0.0671,0.2455,0.0837,2.7051,0.3416,0.0257,2.0287,2.9589,0.02,13.0816,0.4517,7.391630756375023
2.3930000000000002,0.4972,0.0033,0.4099,0.4897,741.1231,0.0006,0.8475,0.5477,55.9474,370.2806,11.5042,2.5353,0.2889,1.5438,0.4856,0.1029,0.5338,0.0152,0.3279999999999999,3.8194,0.0236,0.07,0.12,5.9158,0.0579,4.3092,0.7768,1.3184113840781164
0.4802,2.6682,0.1044,0.1141,0.3213,226.5057,0.0011,1.0131,0.1369,61.0195,102.6754,5.9369,2.8157,0.0394,0.1727,0.278,0.0063,0.152,0.0099,0.2771,0.9948,0.3807,0.244,8.5154,1.0146,0.002,1.9587,2.4661,1.3641950691416818
0.0769,5.0161,0.071,0.075,0.0547,86.5924,0.0052,0.7684,0.3145,11.5178,20.1141,1.5937,2.3736,0.0349,4.3601,8.6715,0.0189,0.4648,0.037,0.0753,0.1875,0.0487,0.0184,0.2082,0.3783,0.0027,8.7106,6.4729,0.8903429761951652
