k_E,k_M,k_CD,k_CDS,k_R,k_RE,k_b,k_CE,k_I,k_P1,k_P2,k_DP,d_M,d_E,d_CD,d_CE,d_R,d_RP,d_RE,d_I,K_S,K_M,K_E,K_CD,K_CE,K_RP,K_P1,K_P2,bistable,rebi
0.7082,6.33,0.2224,0.8241,1.2186,1185.8209,0.0059,3.2698,0.0168,390.0158,444.9773,7.1134,2.1517,1.8435,1.5346,8.3174,0.493,0.0254,0.2716,0.4233,2.214,0.482,0.0724,0.752,2.9413,0.0049,13.7258,15.8935,1,1
3.1053,6.5918,0.0202,3.9912,0.0657,1170.0473,0.0177,0.4467,0.4206,113.2736,211.0488,35.9552,5.6846,0.8465,11.3961,14.7908,0.143,0.0739,0.1265,2.9612,3.8635,0.097,0.3433,6.5684,2.4953,0.0995,10.278,6.7808,1,1
1.5118,8.5627,0.0187,3.7354,1.234,193.2,0.0275,1.6921,0.7238,426.7483,159.917,14.7805,6.2033,0.7608,4.3786,1.7122,0.1369,0.1171,0.2904,2.4627,4.856,0.1209,0.6469,2.5501,8.099,0.0628,0.3099,13.7943,1,0
2.6136,3.7891,0.2532,2.3495,0.4778,101.7339,0.0211,2.0138,0.0364,319.6541,310.8457,26.9547,3.608,1.1399,3.1818,10.993,0.4466,0.5581,0.1622,0.1196,4.5185,0.4063,0.1928,7.1111,7.4059,0.0402,8.0392,19.787,1,1
2.6906,8.0442,0.1243,4.0999,0.089,1265.56,0.0092,1.443,0.9629,32.6579,26.6351,4.2673,5.3549,2.3603,13.242,1.8908,0.376,0.0355,0.2315,1.5279,1.3982,0.1151,0.146,7.5417,1.9195,0.0024,19.8688,11.8105,1,1
1.4114,4.0028,0.2976,1.3247,0.1634,1398.8364,0.0066,2.9519,0.5449,424.6405,22.2958,3.447,4.0815,0.7436,3.8509,9.7559,0.248,0.5595,0.1825,0.5946,3.0059,0.0443,1.2994,0.5882,1.1643,0.0903,8.8831,18.778,1,0
3.3242,9.3021,0.2357,4.2908,1.0342,60.9436,0.013,1.6641,0.017,345.9984,287.4391,32.7632,5.2684,0.735,4.6904,6.8642,0.4276,0.4705,0.2328,2.0749,0.7785,0.3246,0.467,1.6271,0.2258,0.076,16.5263,17.1466,1,1
3.0256,7.7003,0.1726,2.1353,1.047,1136.8164,0.0109,1.0958,1.4226,343.7219,47.1549,17.3836,5.4341,0.7471,3.484,7.0829,0.5841,0.4742,0.1289,0.0602,1.7897,1.0553,0.0957,2.0592,6.7815,0.0033,0.3474,9.5758,1,1
2.0511,7.3585,0.0195,2.2171,0.3053,483.7212,0.0235,0.0632,0.9758,287.8333,420.2248,2.8728,3.3439,1.1933,4.1972,5.2853,0.0966,0.1858,0.01,0.7095,3.6137,0.5931,0.9556,9.1621,4.8497,0.0774,7.1485,12.9526,1,1
2.1206,5.1203,0.0453,1.5069,0.5335,81.0198,0.0134,2.3132,0.076,34.0854,280.7897,3.0355,0.1745,0.6767,4.0137,0.3573,0.0316,0.4254,0.0589,2.5805,0.9499,0.9624,0.1075,0.24,3.2512,0.0542,10.0746,19.5125,1,0
3.5155,6.961,0.2849,4.2131,0.3133,1398.5957,0.0193,2.6329,1.1966,237.964,190.4565,10.6287,6.3499,1.3419,8.3118,3.4804,0.5212,0.3391,0.2875,2.6015,2.9646,0.9416,0.0618,1.0812,2.7056,0.0652,12.3664,3.4948,1,1
2.9759,3.8061,0.1882,3.0876,1.1755,310.5347,0.0046,1.0557,1.4576,62.2663,338.2963,1.9109,4.9217,0.4582,13.6865,7.9777,0.4219,0.3484,0.0603,2.5411,0.7702,1.4805,0.1434,0.2131,9.0491,0.061,4.0793,5.6652,1,0
3.1052,8.2443,0.0606,2.4589,0.1872,419.9058,0.0104,2.3943,0.185,406.9743,124.4103,1.3632,6.8934,0.12,9.5412,1.7353,0.3569,0.585,0.1984,1.6956,2.0427,1.0026,0.7336,4.6403,8.4982,0.0574,6.9568,19.1206,1,1
3.4593,7.5004,0.0431,1.508,1.3574,92.9479,0.0096,1.3362,0.8742,158.0572,275.1466,9.4736,6.8386,1.8911,4.4056,10.1834,0.2702,0.5336,0.1952,1.9513,0.7197,0.4038,0.1293,1.307,2.5685,0.0767,6.8436,4.6552,1,1
1.427,8.9144,0.1815,3.6391,0.2825,1144.6687,0.0133,0.3186,0.5098,87.0234,205.456,1.431,2.3592,0.222,1.852,4.3448,0.4433,0.2518,0.0823,1.9283,4.0888,1.3546,0.5031,2.0939,3.2459,0.0269,19.3984,7.3865,1,1
2.721,7.4312,0.0792,3.8036,0.3083,69.0439,0.019,1.533,0.0947,385.9678,4.7256,35.934,3.2155,0.1962,11.1562,1.8798,0.1784,0.5514,0.1231,0.6211,3.5386,1.1886,0.2095,3.0586,0.2704,0.0798,8.5093,1.1109,1,1
1.8512,2.8511,0.0951,4.0774,1.4838,883.3648,0.0135,1.7143,0.1035,310.2814,431.9964,1.4937,2.5767,0.9358,6.3979,11.0348,0.0199,0.597,0.0229,2.2912,4.1374,0.2009,1.1763,2.4208,0.2886,0.0788,6.7729,19.9638,1,0
1.3549,8.8456,0.1602,3.2714,0.5076,211.2845,0.0035,1.0645,0.5805,199.8382,412.5456,9.1871,5.3905,1.0544,7.6045,2.7911,0.2492,0.0759,0.0307,1.4067,2.3576,0.8423,0.4271,3.0687,8.1843,0.0875,2.281,10.6833,1,1
3.7981,2.2753,0.0617,3.3739,1.582,350.768,0.0216,2.1083,0.7851,137.7302,39.565,29.5811,1.0069,1.2126,3.6517,4.3807,0.187,0.0282,0.179,2.3366,3.3704,0.9538,0.1911,6.6049,4.5798,0.0511,0.5781,6.9308,1,0
0.622,7.382,0.1783,3.7031,0.3419,970.1922,0.0192,2.0994,0.7902,246.3742,87.1657,30.1464,5.6558,0.039,4.8351,1.2543,0.0264,0.0347,0.0809,1.8021,1.9902,1.3491,1.1374,3.1398,5.2468,0.0995,0.4008,4.1805,1,1
2.6596,9.8461,0.1408,2.6531,0.155,640.8953,0.0112,1.5971,1.2068,345.1409,199.6348,0.362,1.9853,0.6197,5.7015,11.1631,0.4622,0.029,0.153,2.082,0.1195,0.2699,0.7169,7.3256,0.2139,0.0049,17.7895,18.4493,1,0
1.31,3.9649,0.2103,2.9974,0.1247,749.5745,0.0116,2.8372,0.5402,139.1388,59.6103,26.3079,1.2362,1.6037,0.2107,9.6358,0.4463,0.1293,0.2418,0.2351,4.4415,0.5778,0.1045,3.8138,0.3404,0.0278,16.6949,11.7003,1,1
3.4225,5.4336,0.0767,2.9095,0.1366,1245.3828,0.0073,1.7167,0.0328,66.8629,329.5691,14.6357,6.4629,0.4003,0.3121,13.0723,0.5985,0.1672,0.0727,1.808,3.5788,0.06,1.4249,1.6649,0.5727,0.0591,10.0019,4.7793,1,1
3.6083,8.3078,0.192,2.7761,1.6319,342.9797,0.0256,2.0943,0.835,402.41,151.4365,10.0094,1.1636,2.1902,2.8118,11.463,0.4518,0.3144,0.1885,2.284,3.039,1.3095,0.0861,0.1694,3.0652,0.0621,18.2296,7.1079,1,0
1.7891,9.5532,0.1624,2.3608,1.5335,1232.1694,0.0294,3.4717,1.1552,361.3825,225.3318,24.8256,4.9463,0.4142,2.1976,13.7303,0.4077,0.5679,0.2266,1.0234,1.8598,0.6052,0.1133,0.8147,5.5999,0.091,3.8483,14.5369,1,0
0.688,8.5253,0.1768,0.5151,0.1382,1544.5382,0.0074,3.3791,0.3878,206.3878,194.3299,22.2528,6.4209,0.1186,1.4596,14.1579,0.4424,0.3905,0.0211,2.6035,3.2106,0.2298,0.5389,1.4388,2.0081,0.0059,0.7488,2.6122,1,1
3.3152,7.1711,0.2009,1.1425,0.1716,497.8889,0.0121,1.173,1.401,91.1753,328.1672,11.3166,1.1666,0.588,2.1364,7.6787,0.3739,0.4869,0.2841,0.4891,3.7098,0.1042,0.3634,1.358,6.5037,0.034,19.024,7.2126,1,0
2.71,2.3811,0.209,4.2697,1.0736,573.8951,0.0095,3.0135,0.7448,377.4197,102.2668,1.1411,1.805,1.9388,12.8379,2.4547,0.0424,0.1928,0.0161,2.1503,4.9331,0.3547,0.0471,5.5956,3.8544,0.0595,10.9133,14.4672,1,1
2.6546,9.4342,0.2885,3.4678,0.2231,262.7418,0.0096,0.1833,0.1349,447.7526,14.5904,3.9059,5.6513,0.1376,14.813,8.9499,0.4255,0.2462,0.0389,1.9801,0.7596,0.5606,0.6131,6.6065,5.4082,0.0523,7.0864,3.5368,1,1
3.4769,8.9678,0.2937,3.1115,1.3659,1457.4057,0.0242,1.6644,1.4454,376.7752,29.3546,30.5068,1.7644,2.3585,4.4723,1.0091,0.1293,0.2792,0.1503,0.8078,0.6786,0.9091,0.1669,1.6817,2.3601,0.0269,3.0532,13.0849,1,0
1.2768,8.6848,0.1815,2.636,0.7562,897.8807,0.0221,2.3605,0.052,445.5473,289.6117,10.7624,4.6468,1.4465,2.8287,12.8097,0.3503,0.1606,0.0948,0.4213,2.6855,0.5548,0.218,3.6764,6.6005,0.0584,6.7412,1.7408,1,0
3.2259,7.5692,0.0332,0.1707,0.0953,267.165,0.0017,2.0902,0.3169,236.1686,167.3659,19.2766,4.9462,0.4178,14.9005,1.9687,0.2922,0.2712,0.2067,2.5994,2.032,1.3946,0.5026,0.2575,4.2903,0.0674,19.6554,0.9525,1,1
2.9918,9.5924,0.2904,3.739,1.5575,882.6729,0.0142,0.5115,1.44,292.5058,266.8173,1.0511,6.137,1.9813,7.2469,5.3607,0.1262,0.3352,0.1657,1.4677,1.2238,0.8042,0.0253,7.8806,7.3124,0.0326,5.3522,10.0822,1,0
2.4559,8.6328,0.2875,2.0415,1.7977,313.7257,0.0027,0.155,0.5041,353.1614,340.5503,16.7328,1.0559,1.3574,2.174,11.0167,0.3408,0.1441,0.0848,1.6743,1.0611,1.2668,0.1634,0.3945,8.5274,0.0424,11.6622,19.9193,1,1
3.1207,1.6549,0.1955,4.2024,0.0219,1150.3676,0.019,2.6656,1.1326,107.0927,195.6414,26.8149,1.929,0.899,10.1104,1.3886,0.5862,0.2994,0.1759,0.6604,0.6735,0.594,1.1066,7.4072,8.4113,0.0643,10.377,19.7811,1,1
0.6234,9.7862,0.2905,1.355,0.1311,1398.303,0.0206,1.9064,1.4055,38.0464,219.2574,3.3067,3.831,1.396,7.9202,9.0012,0.195,0.184,0.2479,2.4634,1.1793,0.1917,0.0422,7.1337,0.3971,0.0618,17.5794,11.3932,1,0
1.7085,9.3914,0.1746,4.4228,1.7444,518.3851,0.0276,2.6823,0.1639,416.075,330.2935,13.8004,2.1346,1.2777,5.0832,0.2617,0.3974,0.5989,0.2178,2.1006,2.1446,1.4842,0.0248,4.6288,5.7059,0.0954,1.2001,12.756,1,1
3.3212,7.5655,0.2638,0.3652,1.6198,129.128,0.0165,1.4172,0.0156,357.7464,114.2009,26.0178,5.6734,1.3042,7.2776,6.7272,0.5396,0.1153,0.0341,1.1583,4.2661,0.0308,0.1252,2.5725,4.2465,0.0436,2.5844,16.3242,1,1
1.444,4.3379,0.1751,4.4825,0.0234,1107.2666,0.0145,2.6472,1.4641,190.7852,75.1049,16.1151,3.3955,0.13,5.9811,13.8673,0.1076,0.2728,0.2181,0.7791,3.6911,1.0648,0.7036,4.5732,6.2945,0.0715,18.5715,5.0909,1,1
3.6284,7.0693,0.0544,4.0213,0.3006,1501.5491,0.006,1.8559,1.3254,78.2678,262.7636,11.1702,0.2185,0.3301,2.3576,14.27,0.3686,0.43,0.0867,1.4641,0.3557,1.4327,0.5407,0.1894,2.756,0.0255,4.0496,14.604,1,0
2.5322,1.7368,0.2241,4.3156,0.3673,1293.9602,0.0004,3.3667,1.2744,194.919,272.9742,8.2994,4.8575,0.2123,4.3642,8.0975,0.139,0.1344,0.1458,0.3469,4.4985,0.303,0.7574,6.2754,0.2332,0.0846,0.3898,8.2082,1,1
3.0306,1.6815,0.1876,4.4437,0.6724,31.023,0.0286,2.5867,0.5947,51.5517,368.9869,9.1899,2.0068,0.6895,2.1473,10.2264,0.5049,0.4822,0.251,2.9206,3.4007,0.8975,0.2138,2.9341,1.1246,0.0905,14.6535,10.2724,1,1
1.448,4.3329,0.1456,2.4849,0.0278,1209.5598,0.0113,0.8115,0.0611,325.5878,365.591,31.4445,2.0933,0.2357,14.8493,14.9063,0.2043,0.1602,0.0273,2.5765,0.8666,0.6408,1.3022,6.3316,4.3806,0.0485,3.5689,5.001,1,1
2.485,1.2359,0.0985,2.5798,0.0794,726.4912,0.0196,1.5413,0.3604,218.7251,195.4288,27.2623,1.1826,1.3543,2.8908,3.9238,0.0481,0.4559,0.1468,2.1956,3.5944,0.2547,0.0677,8.2383,8.774,0.0073,18.1697,4.7643,1,1
3.6536,3.9174,0.2242,3.827,1.2991,548.3386,0.0293,0.6082,0.564,105.3558,263.8046,21.018,2.4958,1.3364,2.9297,14.2177,0.036,0.2619,0.0409,1.2173,4.1547,0.189,0.8328,4.0032,5.4852,0.0248,0.8666,2.6383,1,0
3.6872,6.8648,0.259,4.496,0.9885,1544.376,0.0264,0.4375,0.7028,365.3775,83.8783,20.9027,0.5743,1.1515,12.6388,7.8558,0.5377,0.2093,0.0287,2.0255,3.5578,1.4104,1.0145,4.0982,2.3042,0.0322,1.564,16.1647,1,1
2.9888,7.3575,0.2077,1.5638,0.9043,707.6342,0.0082,3.3266,0.9557,231.7997,236.3469,4.7237,4.0343,1.511,2.3849,7.1276,0.468,0.5832,0.1452,2.9018,4.4241,0.8366,0.204,0.5919,0.4247,0.0145,9.6553,9.6497,1,1
0.8756,6.6491,0.0622,3.4954,0.0674,1242.581,0.0155,2.3609,0.4458,238.3221,29.0803,22.954,2.2068,2.4966,14.8577,11.3227,0.0152,0.321,0.1999,2.3626,1.8063,0.4202,0.0989,5.3349,7.9054,0.0858,13.5785,8.8681,1,1
2.1673,9.1991,0.0822,2.7891,1.7081,820.3097,0.0076,0.092,0.8103,305.9754,54.1096,7.7545,4.8377,1.1794,0.3598,0.9832,0.1612,0.0314,0.2922,0.3697,1.294,0.3639,0.4878,0.6492,4.9426,0.0665,6.6654,5.2536,1,1
1.6487,9.9086,0.0145,1.0887,0.1937,39.1286,0.0036,2.9818,0.4642,335.3299,17.2067,11.7128,0.3033,1.5414,7.1151,0.4138,0.5233,0.5932,0.1893,0.9975,0.8535,0.7438,0.4724,3.0726,4.1753,0.037,17.54,14.1103,1,1
3.2813,1.7616,0.0422,3.5182,1.4629,880.2777,0.0024,3.4048,0.4678,262.3513,31.0539,1.2442,1.9821,1.3775,14.3803,13.6745,0.5187,0.5139,0.0093,1.8141,4.8398,0.574,0.2007,8.6351,4.9107,0.0825,2.2305,8.4625,1,0
3.9263,8.7078,0.1945,2.5603,1.2777,547.9012,0.0284,2.4832,0.2854,381.7208,153.1671,20.6717,4.3802,0.485,9.6193,8.6872,0.5042,0.4241,0.0636,0.4781,0.6061,0.0754,0.7126,5.9712,7.1674,0.0707,0.4157,5.1945,1,1
2.2081,8.4348,0.1043,1.9416,0.1221,480.4765,0.0221,2.1919,0.6391,354.3562,99.7982,35.1617,5.2068,2.449,8.4034,2.916,0.0649,0.0941,0.0596,1.0213,0.5153,0.674,0.1787,6.4371,9.1591,0.0023,14.0157,14.1744,1,1
3.2919,9.1985,0.1598,3.8437,1.051,57.2923,0.0075,2.9388,0.284,212.0502,427.2938,1.179,1.3975,1.1104,11.3539,14.2208,0.4638,0.3882,0.058,2.0933,3.8451,0.6376,0.9269,0.1108,3.0367,0.0519,14.8055,5.3093,1,1
2.62,3.0784,0.2044,4.425,0.3029,1287.6183,0.0281,1.5749,0.2277,284.0756,268.5079,1.7066,4.2463,0.4685,3.0626,14.6877,0.3451,0.2304,0.1133,1.1318,4.8719,1.0308,0.1021,8.8411,7.908,0.0628,3.2332,2.1663,1,1
3.0066,6.045,0.2765,1.316,0.0718,1664.1456,0.0116,1.4562,1.4058,138.9046,355.3927,27.083,1.9747,1.7731,8.5709,2.7205,0.4115,0.3911,0.0542,0.2296,3.8663,0.017,0.1617,6.1069,1.2958,0.0862,9.025,14.436,1,0
2.0981,2.1002,0.0321,1.1716,0.5928,100.7746,0.0182,1.8722,1.0548,421.3021,362.5275,28.3276,2.1208,0.2033,11.6105,5.3742,0.2819,0.3733,0.174,0.3103,3.234,0.3513,0.0424,8.3999,8.5562,0.0123,9.9255,5.2131,1,1
3.1876,6.2184,0.0564,3.7124,1.3167,869.8141,0.0266,2.4513,1.1418,422.5098,376.5097,10.6235,4.4981,0.5487,2.659,10.1829,0.3039,0.2903,0.2495,0.0834,1.8074,1.2684,0.6916,2.1226,4.8691,0.0807,1.3676,8.5612,1,0
3.8929,1.1962,0.2832,4.377,0.0567,1293.9535,0.0279,2.6951,0.2772,356.781,64.7606,4.5949,1.0488,0.3658,5.7112,12.6233,0.3544,0.0164,0.1166,2.215,2.0729,0.5246,0.9658,7.733,5.0472,0.0334,4.4104,17.3447,1,1
3.2577,4.1073,0.1659,2.8076,0.1343,935.1231,0.0093,2.1661,0.9727,448.7219,165.5586,10.9518,4.3143,1.3799,10.9241,1.0243,0.5041,0.2252,0.2497,2.2071,1.4518,0.2899,0.3232,6.1251,0.3486,0.0889,3.5735,11.4128,1,1
0.987,0.6398,0.2839,3.1555,0.7249,1216.9665,0.0142,2.6674,1.149,310.9246,259.2559,23.2258,0.5222,0.3377,1.9745,2.4388,0.444,0.4844,0.0511,1.0031,0.2397,0.7993,0.6819,0.2685,6.8385,0.0034,11.3018,14.2976,1,0
3.8058,8.0049,0.1713,0.9841,1.4015,1077.8676,0.0181,1.721,0.0222,432.2614,381.9503,18.5709,4.7105,1.4695,2.0591,2.5232,0.2224,0.0857,0.1023,1.5296,2.0269,0.9929,0.0859,2.6712,0.9927,0.0968,6.9613,3.2014,1,1
2.6812,6.8582,0.2216,1.5733,0.6076,225.7167,0.0232,3.0734,0.6034,33.9288,36.2954,10.7355,1.247,1.2805,13.6743,13.6383,0.0715,0.0206,0.1786,1.2211,2.0634,0.1491,0.0429,5.6824,5.9788,0.0961,13.3348,16.8886,1,1
3.1179,0.5955,0.0968,3.1723,0.4956,413.7076,0.0253,1.8433,0.258,435.0246,113.0098,21.2971,4.7709,0.9146,2.5558,5.1533,0.2087,0.437,0.0086,0.8202,2.8003,0.2806,0.5234,7.9664,7.4987,0.0681,6.0527,7.5516,1,1
3.085,1.9537,0.2609,1.7767,0.5627,559.4407,0.0296,3.196,1.152,23.0296,339.9681,29.8063,2.6167,1.5729,5.3345,1.0818,0.4285,0.5714,0.0521,0.5873,4.9696,1.3321,0.0239,0.4257,2.8559,0.0206,9.8703,18.6636,1,1
2.8157,2.6153,0.035,4.3862,0.9774,197.3737,0.0172,2.3441,0.7484,164.5186,389.3695,31.9343,1.0909,2.2538,0.4465,8.523,0.5684,0.4774,0.0548,2.2127,2.6759,0.803,0.3401,1.9773,6.4704,0.0522,19.9881,9.884,1,0
1.5063,1.6109,0.2888,2.5077,1.4527,1161.8874,0.0008,3.3209,0.119,217.069,236.339,6.0125,5.833,0.2924,2.7879,1.0643,0.1012,0.4566,0.2665,1.606,0.1675,0.2473,0.8178,4.0395,7.0496,0.035,1.9211,18.6193,1,1
1.8771,3.1049,0.0193,1.9648,0.4382,251.7265,0.0165,3.1891,0.6975,312.9327,29.3767,5.0083,3.3567,0.0383,7.3837,2.1923,0.3397,0.0278,0.0969,0.2081,2.0552,0.8119,0.0622,2.2714,0.353,0.0447,4.5576,11.0948,1,1
2.6325,9.1064,0.0111,2.8255,1.6264,1628.1153,0.0144,2.6066,1.3737,155.76,352.048,15.5085,4.6224,1.7358,0.5163,9.4403,0.21,0.5796,0.1028,1.4385,0.8712,0.1546,0.374,2.916,7.0904,0.0068,7.6963,19.5576,1,1
3.6831,6.4593,0.1142,1.7879,0.3135,1687.8917,0.0237,2.993,0.9941,273.8526,306.5409,3.8642,1.8825,0.095,8.5025,2.8896,0.2665,0.513,0.2238,1.4206,2.0514,0.3559,0.1977,4.867,5.256,0.0955,1.2005,19.825,1,1
3.1088,1.9525,0.1641,4.183,0.8943,1056.0542,0.0061,2.4458,0.9899,407.2234,388.2852,5.9357,3.9583,0.0265,14.6983,1.3495,0.3975,0.511,0.1148,0.6331,3.2581,1.0935,1.1739,2.5934,5.8244,0.099,4.1807,17.6612,1,0
1.9177,3.7791,0.218,3.3444,0.0601,600.956,0.028,0.0399,0.3454,134.5846,312.0258,22.4101,6.562,0.3081,2.9315,4.8202,0.2462,0.24,0.0928,0.5318,0.0602,0.2554,0.0858,1.2994,7.1834,0.0888,1.5507,3.5219,1,0
3.2215,6.6486,0.2939,0.5666,1.7551,275.9323,0.0218,1.1412,0.1935,252.7102,181.3586,0.744,5.3983,0.3662,0.1711,11.3806,0.0197,0.2779,0.2814,1.5667,1.8914,0.8028,1.3092,7.4392,4.3689,0.022,13.2586,5.8511,1,1
1.9799,7.5373,0.1265,3.4061,1.6768,1539.8212,0.0143,2.5145,0.5839,384.9582,199.6267,22.867,0.6934,0.8073,13.1947,0.2381,0.3368,0.5805,0.1391,2.9496,4.2479,0.7562,0.0236,0.3507,6.9105,0.032,4.9313,16.0637,1,1
3.8708,4.9888,0.0267,3.3351,0.4817,424.351,0.0103,1.1784,0.5684,342.6685,381.1608,20.4722,5.9209,2.2108,10.5404,13.8968,0.1722,0.1671,0.1811,1.3798,3.0452,0.0425,0.1016,5.1742,3.9977,0.0584,15.4763,18.5921,1,0
3.0956,2.1665,0.2213,1.8073,0.1676,1192.7561,0.0288,1.5834,0.9827,297.1614,53.2537,30.7819,6.7839,0.7273,2.9649,12.6003,0.0799,0.0396,0.1748,2.969,4.8715,0.1059,0.9275,4.8632,7.9998,0.0817,0.3555,0.8354,1,1
3.5265,4.1649,0.1128,3.7609,0.0871,786.5018,0.0083,3.4092,0.7502,370.234,254.5993,24.108,3.1092,1.6994,5.3915,14.8504,0.5372,0.3805,0.025,1.539,3.737,0.0334,0.9675,1.9682,6.5611,0.015,15.3952,17.9136,1,1
3.4936,3.5541,0.0961,4.4404,1.3897,971.9786,0.0028,3.3584,0.1296,146.5989,251.1912,0.7914,1.14,0.8136,0.5877,14.1629,0.0317,0.1669,0.1949,1.1415,3.6632,1.1233,0.1373,4.11,5.4917,0.0012,14.1008,12.2209,1,1
3.3054,3.0244,0.0849,0.801,0.993,1434.5227,0.029,3.2653,0.595,428.5244,46.9135,24.8639,4.2049,0.3326,0.6219,8.0045,0.1104,0.5784,0.0435,2.2593,0.3917,1.0572,0.8046,3.5217,7.3413,0.0822,5.2022,0.3451,1,1
0.7932,5.167,0.1245,2.7496,0.0415,1790.8544,0.0232,1.626,0.5288,66.1536,223.1855,5.8604,5.3674,1.4331,4.0764,0.4527,0.1691,0.2504,0.0039,1.3899,2.5843,0.3418,0.589,0.8492,5.9947,0.0693,9.9727,0.5333,1,1
3.0257,2.8552,0.0424,3.458,0.3002,694.6903,0.0154,0.6472,1.4058,414.7682,75.6698,10.5773,1.3511,0.0919,2.4121,6.4159,0.3043,0.5657,0.2521,1.2649,3.2319,0.9664,0.9572,5.917,7.933,0.0264,4.2461,11.9545,1,1
2.0888,7.5796,0.1557,3.2297,1.1976,592.8449,0.0078,2.5158,1.042,310.3513,406.2386,21.0622,4.5624,0.1267,7.0276,14.7115,0.3723,0.1136,0.1336,1.5469,2.774,0.2072,1.3073,1.1794,5.1165,0.032,2.2667,11.3245,1,1
3.5051,7.5185,0.2781,2.2096,0.7371,1798.8817,0.0213,3.3279,1.4338,308.7018,143.2086,24.4051,4.1879,1.7249,0.7437,8.3307,0.5968,0.4787,0.2498,0.4187,2.6327,0.0697,0.3007,4.1273,5.56,0.0734,0.4006,19.1442,1,1
3.4812,4.1705,0.2694,3.9477,1.5318,1251.1805,0.0024,2.4351,1.228,377.1257,288.3683,1.0783,1.1091,0.9039,5.8248,10.2468,0.4199,0.172,0.0032,0.2437,1.6104,1.1969,0.9948,4.2157,2.4582,0.0806,8.1071,10.199,1,1
3.3169,1.9165,0.2516,3.2228,0.2236,1417.137,0.0246,1.1187,0.4341,431.1426,274.6101,2.3293,1.0327,2.0144,8.858,4.112,0.1369,0.476,0.2106,2.2462,3.9414,0.2489,0.5371,3.2647,0.1954,0.0065,14.7982,0.8653,1,1
3.5008,3.1825,0.214,1.6262,0.5057,1671.68,0.0111,2.4265,0.5891,435.7808,192.7277,18.2144,1.0736,1.4847,1.136,9.5145,0.3833,0.1663,0.2356,0.8593,0.1817,0.648,1.2141,1.3779,1.7915,0.0073,7.1835,7.2505,1,1
2.3703,3.3717,0.0309,0.2879,0.3559,373.837,0.0294,0.7593,0.2325,320.8187,51.1559,35.7812,2.9138,0.3004,0.9904,14.7553,0.3358,0.4942,0.1837,0.8835,4.2779,0.2143,0.0812,7.3351,7.9955,0.0019,0.5101,2.6653,1,1
2.4621,8.2969,0.0503,1.5029,0.9733,1180.3438,0.001,0.4306,0.0186,322.6351,47.2252,21.2514,6.1247,2.1892,9.3057,1.1776,0.2865,0.2885,0.1199,2.8027,1.5212,1.3947,0.1052,0.5677,5.3635,0.0177,2.1999,13.8651,1,0
3.1944,6.4893,0.1665,2.4575,1.4745,1692.7437,0.0103,0.0722,0.3716,317.2803,276.534,10.0733,6.7429,0.7722,8.8606,5.9824,0.5134,0.3679,0.0649,2.0887,3.779,0.4496,0.0774,3.482,8.9209,0.0024,1.5895,7.5219,1,0
2.7049,4.7495,0.2876,2.2779,0.6457,1091.973,0.0273,3.3602,0.2789,398.8386,186.5073,10.6037,0.4015,2.4585,7.0601,2.9673,0.0579,0.5641,0.1817,2.3623,3.9063,0.0499,0.0798,1.4745,8.7072,0.0679,8.7297,11.305,1,1
1.9585,5.5836,0.27,2.1949,0.0596,547.7865,0.003,2.001,0.4444,378.0721,394.0288,12.8219,5.3871,0.8962,7.1582,11.1185,0.3433,0.2385,0.2988,1.6495,4.3581,0.9957,0.2491,2.2798,3.0369,0.0085,12.1052,9.0471,1,1
3.3637,4.5497,0.1538,2.6367,0.0825,404.9673,0.0231,2.4486,0.7367,8.5228,255.0634,16.3064,1.9247,2.1797,5.7452,0.243,0.5335,0.2216,0.192,2.9306,1.1686,0.2679,0.1497,4.5405,1.3765,0.0669,7.9174,1.2275,1,0
2.0135,0.8638,0.2176,0.1371,1.5952,59.3589,0.0028,0.7977,0.2808,217.7382,404.2457,2.133,0.6547,0.8138,6.7487,2.3152,0.524,0.3497,0.0796,0.9098,4.2323,1.4717,0.3245,0.5129,0.311,0.0598,4.3127,6.9622,1,1
1.9703,3.8318,0.2339,3.9641,0.6604,671.3864,0.0074,3.4544,0.9378,343.5644,400.5263,1.4212,4.9391,0.3017,10.544,9.2387,0.5471,0.2769,0.276,2.8824,1.3927,0.5091,0.0608,2.0943,5.5444,0.0772,10.2423,16.7898,1,1
3.2083,1.8189,0.1265,1.8247,0.5511,668.7338,0.0212,0.9568,1.3958,265.6861,31.0643,1.6273,1.1414,1.2558,1.8587,8.348,0.4229,0.3365,0.2035,0.1071,2.7397,0.372,0.725,0.9404,9.0563,0.0757,19.8774,5.6548,1,1
3.4262,1.6573,0.1712,4.4136,0.4428,1611.5516,0.0092,1.3805,0.4978,345.9106,235.5797,6.0781,1.8935,1.918,4.1996,12.2034,0.1722,0.1658,0.2629,2.4579,1.5784,0.8522,0.6349,3.4936,3.1284,0.072,0.2201,7.2839,1,0
3.5259,8.5971,0.1039,1.7842,0.1065,1509.8926,0.0213,2.5084,1.1882,436.8705,363.771,14.7914,0.6791,0.779,2.0736,10.3367,0.4949,0.2157,0.2691,2.7113,0.2677,0.1332,0.2976,4.3715,8.2714,0.0248,11.7068,14.9497,1,0
